2955,134335567,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2956,134335574,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2957,134335583,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2958,134335593,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2959,134335602,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2960,134335614,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2961,134335622,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2962,134335632,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2963,134335645,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2964,134335654,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2965,134335663,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2966,134335684,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2967,134335689,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2968,134335698,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2969,134335711,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2970,134335720,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2971,134335724,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2972,134335737,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2973,134335746,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2974,134335755,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2975,134335764,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2976,134335774,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2977,134335792,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2978,134335797,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2979,134335805,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2980,134335815,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2981,134335828,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2982,134335838,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2983,134335847,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2984,134335856,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2985,134335874,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2986,134335883,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2987,134335892,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2988,134335901,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2989,134335910,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2990,134335919,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2991,134335936,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2992,134335945,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2993,134335951,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2994,134335964,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2995,134335973,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2996,134335982,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2997,134335991,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2998,134336009,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
2999,134336016,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
3000,134336025,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
3001,134336034,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
3002,134336056,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
3003,134336065,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
3004,134336075,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
3005,134336085,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
3006,134336093,38,1000,1000,1000,0,1000,1000,1000,1000,0,0,0,0
